# FakeX    FakeY    DiffX   DiffY   CmodMag   CmodErr  ExpMag  DevMag  KronMag  SdssR  SdssBa  SdssPa  ExpR  ExpBa  ExpPa  DevR  DevBa  DevPa  fracDev  Match  Deblend
  2097   76.45    1.67   1.55    nan     nan    nan     nan     nan  36.171   0.585   8.906     nan     nan     nan     nan     nan     nan     nan 0 1
    21 1634.43   -0.17  -0.17  22.38   0.026 22.485  22.192  22.406   3.643   0.842  -2.031   3.486   0.765  -2.811   5.572   0.714  -2.845   0.372 0 1
   850 3484.92    1.46   0.34  23.54   0.043 23.726  23.264  23.385   4.663   0.557  27.943   5.333   0.355  28.020  11.638   0.297  28.735   0.444 0 1
  3698 2471.92   -1.30  -0.12  24.88   0.144 24.877  24.865  24.777   2.294   0.835  12.400   1.288   0.416   2.016   0.905   0.461   4.248   0.000 1061827584722271 1
  4189 2666.97   -0.07  -0.13  20.73   0.023 21.133  20.582  20.991   4.679   0.889  43.464   5.587   0.853  45.147  12.927   0.849  44.346   0.777 0 1
  1042 1120.64   -0.13   0.54    nan     nan    nan     nan     nan   3.249   0.824  36.781     nan     nan     nan     nan     nan     nan     nan 1061827584721488 1
   980  820.27   -0.68  -0.27  19.97   0.023 20.482  19.794  20.299   6.266   0.812  13.359   8.126   0.788  14.415  22.998   0.755  13.063   0.793 0 1
   980  820.27   -1.00  -1.00   0.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
   262 2190.78    0.00  -0.04  21.10   0.023 21.323  21.021  21.215   3.435   0.901  29.469   3.254   0.876  33.709   4.985   0.897  41.202   0.738 0 1
   262 2190.78   -1.00  -1.00   0.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
  2422 1843.07    0.02  -0.08  19.72   0.023 20.227  19.368  20.119   7.556   0.831   7.939  10.201   0.788   8.217  35.292   0.770   6.842   0.677 0 1
  2422 1843.07   -1.00  -1.00   0.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
  1576 3382.99   -0.30  -0.13  22.12   0.025 22.354  21.845  22.316   5.037   0.701  39.544   5.724   0.596  40.729  13.068   0.540  41.564   0.500 0 1
  2800 3977.69    1.20  -0.69    nan     nan    nan     nan     nan   9.443   0.423  -5.726     nan     nan     nan     nan     nan     nan     nan 0 1
  4195  679.70   -0.01  -0.06  20.63   0.023 21.149  20.531  20.936   5.117   0.861  39.531   6.329   0.832  41.043  16.129   0.812  40.151   0.866 0 1
  1234 2670.30   -0.06  -0.29  22.12   0.025 22.480  21.793  22.252   4.945   0.867 -18.008   5.874   0.859 -18.021  16.443   0.843 -21.951   0.596 1061827584722319 1
  2564 2850.65   -0.04  -0.65  20.43   0.023 20.730  19.989  20.679   6.752   0.781  12.339   8.459   0.744  11.063  25.779   0.716   9.598   0.479 0 1
  3686 2738.31   -0.52   0.04  22.43   0.026 22.623  21.947  22.516   5.086   0.865  79.582   5.746   0.829  78.700  15.693   0.828  78.679   0.354 0 1
  4702 2146.04    0.06  -0.04  20.40   0.023 21.028  20.289  20.811   6.301   0.782  43.254   8.176   0.740  42.904  24.296   0.718  41.752   0.885 0 1
  4702 2146.04   -1.00  -1.00   0.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
   738  828.80   -0.03  -0.02  22.21   0.025 22.557  22.118  22.388   3.914   0.888  50.783   4.100   0.852  64.165   8.067   0.833  77.281   0.809 0 1
  4584 2034.43   -0.73   0.38    nan     nan    nan     nan     nan  19.475   0.182 -87.800     nan     nan     nan     nan     nan     nan     nan 1061827584721930 1
