# FakeX    FakeY    DiffX   DiffY   CmodMag   CmodErr  ExpMag  DevMag  KronMag  SdssR  SdssBa  SdssPa  ExpR  ExpBa  ExpPa  DevR  DevBa  DevPa  fracDev  Match  Deblend
  1133 3797.75    0.12  -0.34  23.31   0.036 23.393  23.130  23.373   3.312   0.926 -18.066   3.253   0.759 -17.511   5.321   0.584 -17.964   0.344 0 1
  4378  736.64    0.03  -0.06  21.43   0.023 21.703  21.424  21.531   3.266   0.820  45.997   3.198   0.675  46.655   4.834   0.630  47.665   0.986 1061999383413176 1
  4378  736.64   -1.00  -1.00   0.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
  2702  786.05   -0.13   0.11  22.88   0.029 23.046  22.637  22.773   4.000   0.812  -9.908   4.055   0.735  -9.706   7.706   0.714 -11.308   0.434 0 1
  2765 2063.05   -0.03  -0.22  22.67   0.027 22.784  22.405  22.729   3.710   0.959  16.989   3.775   0.905  24.356   6.977   0.857  29.860   0.340 0 1
  3815 3145.06    0.06   0.04  22.15   0.024 22.685  22.125  22.562   5.308   0.653   6.761   6.296   0.549   6.169  15.202   0.496   4.649   0.957 0 1
  1547 2974.07    0.64   0.15  23.53   0.041 23.638  23.418  23.664   3.775   0.754 -46.705   3.418   0.643 -43.301   4.700   0.610 -35.235   0.505 0 1
  4495 3634.98    0.08  -0.04  21.48   0.023 21.651  21.452  21.526   2.958   0.887  32.981   2.671   0.735  32.070   3.544   0.649  32.399   0.881 1061999383415143 1
  1095 3231.22    0.07  -0.10  20.28   0.023 20.748  20.274  20.532   4.278   0.834   0.641   5.253   0.757   0.515  10.987   0.715  -0.501   0.991 1061999383414903 1
   805 1265.50    0.02  -0.05  19.97   0.023 20.569  19.970  20.276   4.067   0.861   5.646   5.039   0.798   4.473  11.692   0.841   0.572   1.000 0 1
  4055  234.66    0.06  -0.07  21.37   0.023 21.808  21.374  21.581   3.692   0.938  16.476   4.111   0.928   8.372   7.867   0.917   2.576   1.000 0 1
  3989  262.61   -0.48   0.20  22.33   0.025 22.817  22.252  22.567   5.482   0.661  14.466   6.754   0.535  12.715  16.611   0.478  11.026   0.883 1061999383412885 1
  3824  771.87   -0.09  -0.14  23.48   0.038 24.007  23.480     nan   8.258   0.356  59.272   7.869   0.301  60.016  18.241   0.251  59.773   1.000 1061999383413203 1
  2182   53.95    0.04  -0.04  20.34   0.023 20.697  20.311  20.514   3.743   0.876  14.185   4.121   0.805  13.124   7.362   0.794  11.438   0.926 0 1
  2917 1662.10    0.03  -0.10    nan     nan    nan     nan  20.897   3.551   0.824  44.259     nan     nan     nan     nan     nan     nan     nan 1061999383413790 1
   764 2443.81   -0.04  -0.03  20.62   0.023 20.837  20.623  20.688   3.080   0.798  47.344   2.888   0.612  46.348   3.815   0.571  45.361   1.000 0 1
  3091 3706.76   -0.04   0.03  21.27   0.023 21.387  21.248  21.299   2.879   0.825   6.142   2.444   0.599   4.711   2.819   0.518   3.790   0.825 0 1
  3904 3825.32    0.05  -0.06  20.12   0.023 20.361  20.122  20.193   3.104   0.840  44.219   2.976   0.685  43.005   4.122   0.644  42.034   1.000 0 1
  3500 1034.59   -0.02   0.04  20.92   0.023 21.096  20.908  20.952   2.753   0.949  12.822   2.267   0.881   7.394   2.789   0.856   6.953   0.951 0 1
  2331 2597.03   -0.29   0.41  19.96   0.023 20.391  19.898  20.221   4.700   0.803 -28.663   5.811   0.752 -31.185  12.581   0.713 -30.005   0.892 1061999383414501 1
