# FakeX    FakeY    DiffX   DiffY   CmodMag   CmodErr  ExpMag  DevMag  KronMag  SdssR  SdssBa  SdssPa  ExpR  ExpBa  ExpPa  DevR  DevBa  DevPa  fracDev  Match  Deblend
  4495 3634.98   -0.01  -0.12  21.47   0.019 21.686  21.468  21.504   2.891   0.892  35.134   2.474   0.781  31.582   3.247   0.763  31.080   1.000 1061930663938248 1
  1095 3231.22   -0.03   0.08  20.39   0.018 20.797  20.351  20.633   4.321   0.812   8.267   5.177   0.721   8.375  10.421   0.683   7.071   0.929 1061930663937987 1
   805 1265.50   -0.01  -0.09  20.10   0.018 20.567  20.102  20.344   4.049   0.893  -0.851   4.902   0.838  -1.334   9.947   0.811  -2.253   1.000 1061930663936829 1
  4055  234.66   -0.33   0.00  21.49   0.018 21.759  21.339  21.688   4.393   0.819 -25.427   4.567   0.794 -17.874   8.844   0.771 -14.551   0.672 1061930663936172 1
  4055  234.66   -1.00  -1.00   0.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
  3824  771.87    0.42   0.27  24.08   0.058 24.415  24.078  24.120   3.939   0.510  24.894   3.963   0.135  23.498   6.760   0.135  23.246   1.000 0 1
  2182   53.95   -0.01  -0.05  20.32   0.018 20.749  20.318  20.540   3.606   0.892  14.863   3.969   0.819  15.289   7.737   0.762  20.004   1.000 0 1
  2917 1662.10    0.00  -0.08  20.88   0.018 21.157  20.847  20.995   3.488   0.833  45.020   3.575   0.721  43.528   5.682   0.693  41.825   0.893 0 1
   764 2443.81   -0.01  -0.00  20.64   0.018 20.853  20.637  20.691   3.135   0.788  46.225   2.926   0.599  45.447   3.894   0.557  44.081   0.999 0 1
  3091 3706.76   -0.14  -0.04    nan     nan    nan     nan  21.335   2.825   0.808   6.902     nan     nan     nan     nan     nan     nan     nan 1061930663938270 1
  3904 3825.32   -0.01  -0.03  19.98   0.018 20.269  19.985  20.076   3.318   0.806  45.144   3.421   0.654  45.093   5.100   0.625  45.378   1.000 1061930663938365 1
  3500 1034.59    0.07   0.01  21.33   0.019 21.421  21.301  21.314   2.477   0.940 -25.282   1.747   0.791 -27.609   1.821   0.781 -23.433   0.764 1061930663936701 1
  2331 2597.03   -0.00  -0.07  20.33   0.018 20.694  20.299  20.519   4.262   0.725   5.076   5.040   0.590   4.184   9.420   0.544   3.214   0.928 1061930663937592 1
