# FakeID   FakeX    FakeY    DiffX   DiffY   CmodMag   CmodErr  ExpMag  DevMag  KronMag  SdssR  SdssBa  SdssPa  ExpR  ExpBa  ExpPa  DevR  DevBa  DevPa  fracDev  parentID  extended
  1570  990.64 3606.44   0.13   0.62  21.633  0.018  21.849  20.977  21.866  10.736   0.558  -4.177  13.859   0.535  -3.972  49.858   0.512  -3.452   0.316 0 1
  4669 1101.84   20.85   0.16   0.15     nan    nan     nan     nan     nan   6.371   0.664  39.753     nan     nan     nan     nan     nan     nan     nan 0 1
  4595 1728.58 4116.63   0.15   0.17  21.872  0.019  22.501  21.752  21.750   6.172   0.655  43.083   7.972   0.553  44.022  24.479   0.504  44.118   0.872 0 1
  2318   29.50 1538.71  -0.50  -0.71  21.613  0.019  21.965  21.190     nan   6.247   0.766  30.287   7.958   0.711  28.852  25.307   0.670  27.853   0.536 1061823289754439 1
  3655  841.00 1773.96  -0.04   0.00  21.189  0.018  21.677  21.075  21.479   5.200   0.753  34.310   6.521   0.657  37.241  16.689   0.604  37.855   0.842 0 1
  4075  924.68 3351.98   0.01  -0.04  20.012  0.018  20.157  19.876  20.063   3.628   0.864  19.371   3.590   0.800  20.851   5.413   0.786  19.839   0.519 0 1
   520  988.52 1981.45  -0.76  -0.22  23.105  0.029  23.322  22.865  23.164   4.012   0.825  53.963   4.359   0.677  52.554   9.360   0.581  51.407   0.518 0 1
   242  770.72  160.40   0.06  -0.22  21.198  0.018  21.675  20.929  21.411   6.223   0.779   6.057   7.781   0.744   7.904  23.475   0.721   8.311   0.706 1061823289753697 1
  2973 1514.65 2413.38  -0.06  -0.07  20.131  0.018  20.506  19.977  20.373   4.866   0.876  17.000   5.888   0.839  21.637  13.288   0.828  22.983   0.741 1061823289754986 1
  3439 1182.22 2757.13   0.05  -0.11  20.467  0.018  20.871  20.184  20.743   6.551   0.720  32.130   8.277   0.672  34.152  23.562   0.639  34.211   0.648 1061823289755178 1
   351  626.55 3546.47  -0.11  -0.06  20.077  0.018  20.078  19.636  20.080   5.519   0.675   2.110   6.405   0.580   1.645  13.887   0.516   1.256   0.000 0 1
  4557 1903.08 1234.99  -0.31  -0.34  22.003  0.020  22.646  21.982  21.949   6.274   0.665   6.086   7.609   0.589   7.744  20.582   0.560   7.853   0.977 0 1
  4339  182.05 1780.21  -1.34  -0.65  22.526  0.023  22.675  22.508  22.530   2.727   0.939   8.362   2.100   0.881   4.363   2.512   0.832  13.189   0.901 0 1
  2585 1083.86 4009.87   0.22  -0.11     nan    nan     nan     nan     nan   3.428   0.867 -13.819     nan     nan     nan     nan     nan     nan     nan 0 1
  2585 1083.86 4009.87  -1.00  -1.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
  2097 1792.33   76.45   0.27   0.15  21.550  0.019  21.671  20.982  21.618   6.033   0.835  34.393   7.236   0.803  35.996  20.637   0.786  37.484   0.222 1061823289753635 1
    21 1742.29 1634.43   0.15  -0.17  22.484  0.023  22.621  22.363  22.568   3.471   0.788   1.688   3.316   0.646   1.182   4.918   0.599   2.434   0.548 0 1
   850  850.52 3484.92  -0.14  -0.13  23.442  0.038  23.687  23.423  23.646   3.776   0.669 -38.993   4.050   0.393 -38.075   6.728   0.251 -37.101   0.921 0 1
  3698  696.41 2471.92   1.08  -0.30  22.728  0.023  23.196  22.581  23.003   5.500   0.751  18.156   6.695   0.619  20.132  17.423   0.569  19.566   0.801 1061823289755015 1
  4189  868.07 2666.97  -0.13  -0.02  20.828  0.018  21.123  20.586  21.048   5.003   0.850  36.332   5.912   0.802  36.130  13.753   0.775  35.237   0.594 0 1
  1042 1463.26 1120.64   0.14  -0.21  22.630  0.023  22.996  22.429  23.024   5.309   0.734   3.674   5.964   0.656   3.199  14.314   0.627   0.812   0.695 0 1
   980   41.68  820.27   0.32  -0.27  19.951  0.018  20.490  19.805  20.297   6.156   0.807  21.737   8.123   0.775  21.663  22.838   0.747  20.942   0.828 0 1
   980   41.68  820.27  -1.00  -1.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
   262 1426.21 2190.78  -0.03  -0.03  21.161  0.018  21.331  21.060  21.230   3.422   0.901  16.852   3.249   0.846  20.422   4.800   0.836  23.580   0.635 0 1
   262 1426.21 2190.78  -1.00  -1.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
  2422 1119.56 1843.07  -0.12  -0.07  19.668  0.018  20.212  19.363  20.091   7.366   0.878   1.284   9.953   0.870  -1.597  33.843   0.857  -1.106   0.715 0 1
  4836  802.19  655.90   0.18   0.09  20.352  0.018  20.745  19.974  20.657   7.060   0.771  42.861   8.981   0.737  42.688  27.973   0.726  42.610   0.586 1061823289753937 1
  1576 1732.31 3382.99  -0.41  -0.08  22.548  0.023  22.550  22.100     nan   4.362   0.862  18.950   4.558   0.807  20.925   9.616   0.753  22.468   0.000 0 1
  2800 1884.80 3977.69   0.84  -1.38     nan    nan     nan     nan     nan   2.898   0.934 -62.004     nan     nan     nan     nan     nan     nan     nan 1061823289755873 1
  4195 1564.00  679.70  -0.17  -0.34     nan    nan     nan     nan  20.699   6.277   0.756  50.241     nan     nan     nan     nan     nan     nan     nan 1061823289753949 1
  4195 1564.00  679.70  -1.00  -1.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
  2564   59.04 2850.65  -0.04  -0.65  20.318  0.018  20.738  20.015  20.652   6.656   0.773  11.853   8.498   0.736  12.285  25.310   0.704  12.417   0.649 0 1
  3686  688.02 2738.31   0.25  -0.37  22.109  0.020  22.655  21.952  22.404   5.245   0.833 -20.148   6.676   0.764 -18.518  19.496   0.698 -16.840   0.821 1061823289755162 1
  4702 1793.21 2146.04  -0.27   0.51     nan    nan     nan     nan  20.870   6.476   0.851  56.712     nan     nan     nan     nan     nan     nan     nan 1061823289754836 1
  4702 1793.21 2146.04  -1.00  -1.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
   738 1513.69  828.80  -0.11   0.09  22.108  0.020  22.472  22.001  22.303   4.066   0.922  38.429   4.427   0.865  37.450   9.207   0.834  36.215   0.801 0 1
  4584 1341.91 2034.43  -0.34  -0.41  21.713  0.019  22.362  21.715  22.026   4.968   0.913  41.223   5.952   0.939  54.949  15.133   0.968  67.508   1.000 1061823289754759 1
