# FakeID   FakeX    FakeY    DiffX   DiffY   CmodMag   CmodErr  ExpMag  DevMag  KronMag  SdssR  SdssBa  SdssPa  ExpR  ExpBa  ExpPa  DevR  DevBa  DevPa  fracDev  parentID  extended
  1866  555.88 1241.46  -0.06  -0.14  20.500  0.026  20.942  20.498  20.704   4.151   0.826  36.625   4.800   0.760  37.035   9.364   0.755  35.779   0.994 1061831879688841 1
  2722 1346.90 3331.30  -0.07   0.20  23.410  0.043  23.658  23.352  23.573   3.765   0.762  42.083   3.579   0.647  42.144   5.623   0.633  43.024   0.827 0 1
  4081   70.94 2750.93   0.45  -0.05  22.035  0.028  22.231  21.948  22.115   3.222   0.846  50.267   2.926   0.762  52.405   4.353   0.766  54.878   0.708 1061831879689757 1
  1725 1875.81  658.85  -0.26  -0.38  22.451  0.030  22.919  22.452  22.457   4.198   0.805  30.445   4.552   0.712  28.181   9.507   0.655  26.818   1.000 0 1
  1853  869.52 3631.34   0.20  -0.30  22.868  0.034  23.144  22.870  22.946   3.444   0.789  23.517   3.295   0.653  16.016   5.019   0.584   5.993   1.000 0 1
   793  710.37 2158.94   0.10   0.01  23.653  0.051  23.880  23.654  26.273   3.475   0.698  11.467   3.120   0.510  11.568   4.122   0.522  14.237   1.000 0 1
   933 1467.05 1517.76  -0.02  -0.22  23.934  0.063  24.064  23.887  23.729   3.477   0.799 -10.715   3.046   0.622 -17.547   4.037   0.491 -19.272   0.735 0 1
  1180 1398.62 2091.37  -0.99   0.40  23.741  0.054  23.821  23.591     nan   3.388   0.929  60.260   2.962   0.882  83.293   4.153   0.834  80.204   0.363 0 1
  3923 1942.89 1641.23  -0.15   0.09  23.580  0.048  23.858  23.581  23.681   4.506   0.471  52.435   4.317   0.186  47.592   6.580   0.186  45.546   1.000 0 1
  2736  395.10 2609.39   0.17  -0.19  22.098  0.028  22.539  22.098  22.471   5.638   0.529   9.471   6.403   0.405   9.158  12.863   0.362   8.737   1.000 0 1
  4768 1433.66 3376.39  -0.86   0.07  21.553  0.027  21.995  21.490  21.803   4.720   0.742  12.219   5.606   0.640  15.289  12.612   0.576  16.647   0.894 0 1
  1661  696.75 2289.30  -0.07   0.23  22.964  0.034  23.449  22.966     nan   4.399   0.761  27.040   4.707   0.654  26.327  10.123   0.593  28.072   1.000 0 1
  3348 1517.05  160.53   0.07  -0.12  23.043  0.036  23.115  22.912  23.016   3.409   0.816  32.120   2.999   0.713  30.448   3.982   0.672  31.653   0.364 0 1
  1514 1157.07 1199.63   0.04  -0.10  20.065  0.026  20.669  20.066  20.362   4.589   0.837   5.980   5.686   0.800   4.833  13.622   0.811  -4.143   1.000 0 1
  1133 1752.69 3797.75  -0.46  -0.24     nan    nan     nan     nan     nan   6.945     nan  38.420     nan     nan     nan     nan     nan     nan     nan 1061831879690372 1
  4378  602.57  736.64  -0.05  -0.08  21.299  0.026  21.638  21.300  21.385   3.535   0.766  37.107   3.636   0.620  38.083   5.910   0.618  38.596   1.000 1061831879688563 1
  1186 1984.54 1797.25  -0.92   0.50  24.109  0.067  24.109  23.639     nan   4.010   0.823 -64.745   3.936   0.722 -61.745   7.898   0.751 -56.970   0.002 0 1
  2702  401.39  786.05   0.25  -0.42  22.886  0.033  23.125  22.804  22.805   3.443   0.814  17.405   3.260   0.702  11.950   5.227   0.700  11.872   0.762 1061831879688594 1
  2765  664.14 2063.05  -0.19  -0.05  22.563  0.030  22.812  22.406  22.447   3.651   0.902 -64.044   3.623   0.860 -63.723   6.707   0.864 -76.040   0.646 1061831879689377 1
  3815 1324.50 3145.06  -0.20   0.30  22.708  0.031  22.912  22.527  22.744   4.320   0.637   2.563   4.729   0.428   0.780   9.162   0.354   0.881   0.566 0 1
  1547  291.62 2974.07  -0.35  -0.11  23.066  0.035  23.437  22.952  22.764   3.428   0.985   5.542   3.532   0.941  55.288   7.657   0.861  60.503   0.798 0 1
  4495 1027.47 3634.98   0.11   0.04  21.396  0.027  21.624  21.397  21.455   3.051   0.866  39.551   2.628   0.812  35.313   3.435   0.834  30.348   1.000 1061831879690255 1
  1095  703.90 3231.22  -0.02  -0.07  20.137  0.026  20.658  20.137  20.410   4.598   0.805  13.047   5.839   0.732  10.653  13.010   0.691   8.076   1.000 0 1
   805  647.00 1265.50  -0.02  -0.10  20.102  0.026  20.578  20.103  20.345   4.092   0.888  13.498   4.862   0.840  12.108   9.982   0.822   8.355   1.000 0 1
  4055 1784.47  234.66  -0.07  -0.16  21.534  0.027  21.888  21.474  21.692   4.017   0.844  35.667   4.247   0.803  40.550   7.851   0.821  39.644   0.869 0 1
  3989  106.60  262.61   0.54  -0.05  22.567  0.029  22.994  22.465  22.850   6.513   0.513  23.888   7.737   0.407  23.856  18.186   0.361  23.129   0.836 1061831879688326 1
  3824  354.54  771.87   0.92   0.04  23.468  0.042  23.818  23.403  24.318   6.410   0.470  49.437   6.658   0.346  48.414  15.770   0.163  43.706   0.859 0 1
  2182  503.54   53.95   0.01  -0.09  20.311  0.026  20.717  20.312  20.490   3.778   0.897  27.622   4.055   0.850  23.387   7.451   0.835  20.391   1.000 0 1
  2917 1334.46 1662.10   0.02  -0.16  20.807  0.026  21.123  20.801  20.934   3.649   0.779  41.389   3.804   0.658  42.073   6.143   0.633  41.542   0.982 0 1
   764 1386.82 2443.81  -0.03  -0.01  20.598  0.026  20.828  20.599  20.657   3.276   0.743  42.974   3.131   0.554  42.322   4.286   0.512  41.148   1.000 0 1
  3091 1856.96 3706.76  -0.08  -0.05  21.151  0.027  21.347  21.151  21.177   3.105   0.786  14.509   2.801   0.570   7.563   3.670   0.493   5.066   1.000 0 1
  3904  912.41 3825.32  -0.03  -0.06  20.116  0.026  20.350  20.116  20.184   3.209   0.803  44.446   2.967   0.687  42.385   4.019   0.663  40.745   1.000 1061831879690380 1
  3500  360.71 1034.59  -0.09  -0.04  20.902  0.026  21.098  20.897  20.941   2.840   0.918  20.159   2.297   0.849   5.739   2.942   0.807  -0.262   0.970 1061831879688736 1
  2331  632.40 2597.03  -0.01  -0.09  20.249  0.026  20.668  20.249  20.460   4.375   0.715   7.205   5.265   0.589   5.146  10.191   0.542   3.834   1.000 1061831879689680 1
