# FakeID   FakeX    FakeY    DiffX   DiffY   CmodMag   CmodErr  ExpMag  DevMag  KronMag  SdssR  SdssBa  SdssPa  ExpR  ExpBa  ExpPa  DevR  DevBa  DevPa  fracDev  parentID  extended
  3698  696.41 2471.92  -0.40  -0.25  23.167  0.034  23.583  23.118     nan   4.290   0.800 -86.462   4.646   0.640 -89.396  10.125   0.531  89.236   0.910 0 1
  4189  868.07 2666.97  -0.05  -0.09  20.707  0.026  21.105  20.529  20.954   4.915   0.862  42.020   5.991   0.815  43.776  14.524   0.796  42.852   0.732 0 1
  1042 1463.26 1120.64   0.36  -0.40  22.669  0.029  23.081  22.473     nan   5.366   0.749  36.894   6.113   0.669  36.127  15.508   0.635  34.109   0.728 0 1
   980   41.68  820.27   0.32  -0.27  20.059  0.026  20.538  19.866  20.396   6.302   0.755  11.955   8.198   0.708  11.899  22.855   0.672  11.383   0.762 0 1
  2677 1987.51  702.59  -0.68  -0.20  23.960  0.052  24.094  23.586  23.421   4.462   0.865   8.654   4.566   0.701  15.765   9.824   0.706   9.461   0.306 0 1
   262 1426.21 2190.78  -0.03  -0.06  21.200  0.026  21.419  21.143  21.279   3.298   0.881  23.992   3.166   0.802  20.118   4.722   0.776  16.451   0.800 0 1
   262 1426.21 2190.78  -1.00  -1.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
  2422 1119.56 1843.07  -0.06  -0.07  19.834  0.026  20.265  19.428  20.164   7.447   0.837   2.586   9.819   0.816   2.646  33.409   0.785   1.664   0.599 0 1
  4836  802.19  655.90   0.03  -0.34  20.340  0.026  20.809  20.024  20.706   6.949   0.753  50.737   8.955   0.721  49.811  28.362   0.699  49.418   0.672 1061926368969097 1
  1576 1732.31 3382.99  -0.34  -0.22  22.566  0.028  22.565  22.122     nan   4.622   0.775  43.864   4.981   0.673  43.221  10.875   0.585  43.972   0.000 0 1
  2800 1884.80 3977.69   0.63   0.92  22.447  0.027  22.518  21.655  22.164   7.304   0.880  -1.604   9.199   0.870  -2.977  31.850   0.878  -9.392   0.114 1061926368971132 1
  4195 1564.00  679.70   0.04   0.01  20.783  0.025  21.190  20.593  21.006   5.251   0.802  35.500   6.558   0.737  36.592  16.664   0.693  36.155   0.727 1061926368969112 1
  1234 1042.44 2670.30  -0.16   0.40  21.545  0.026  22.260  21.482  22.081   6.948   0.641   6.807   8.707   0.604   7.512  26.623   0.597   7.179   0.939 0 1
  2564   59.04 2850.65  -0.04   0.35  20.482  0.026  20.820  20.108  20.727   6.506   0.778  11.994   8.268   0.728  12.445  24.472   0.690  10.982   0.544 0 1
  3686  688.02 2738.31  -0.28  -0.61  21.502  0.026  22.289  21.483  21.896   7.365   0.659 -83.749   9.577   0.597 -82.606  32.038   0.524 -81.280   0.981 1061926368970354 1
  4702 1793.21 2146.04  -0.18   0.03  20.599  0.026  21.049  20.364  20.954   5.838   0.949 -40.542   7.204   0.946 -35.407  20.179   0.934 -35.386   0.713 1061926368969939 1
  4702 1793.21 2146.04  -1.00  -1.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
   738 1513.69  828.80   0.02   0.63  22.369  0.027  22.457  21.961  22.436   4.575   0.747  68.161   4.940   0.675  70.989  10.780   0.659  73.264   0.207 0 1
  4584 1341.91 2034.43  -0.12   0.53  22.359  0.028  22.557  22.074  22.453   4.195   0.870  32.252   4.503   0.817  29.574   9.624   0.794  26.053   0.454 0 1
