# FakeID   FakeX    FakeY    DiffX   DiffY   CmodMag   CmodErr  ExpMag  DevMag  KronMag  SdssR  SdssBa  SdssPa  ExpR  ExpBa  ExpPa  DevR  DevBa  DevPa  fracDev  parentID  extended
  3923 1942.89 1641.23   0.33  -0.32  23.436  0.036  23.611  23.301  23.523   3.604   0.781   7.710   3.528   0.629   6.777   5.890   0.549   6.115   0.587 0 1
  2736  395.10 2609.39   0.04  -0.41  22.479  0.022  22.706  22.373  22.572   4.214   0.768  30.764   4.413   0.652  30.474   7.568   0.603  31.163   0.700 1061922074003069 1
  4768 1433.66 3376.39   0.01  -0.04  21.584  0.019  22.115  21.584  21.887   4.326   0.797   5.137   5.369   0.680   1.759  12.277   0.631   0.462   1.000 0 1
  1661  696.75 2289.30  -0.15   0.69  22.578  0.022  23.089  22.450  22.853   5.657   0.795  76.810   6.361   0.726  77.871  16.573   0.707  80.445   0.838 0 1
  3348 1517.05  160.53   0.24   0.10  23.069  0.030  23.161  23.005  23.106   3.152   0.849  44.369   2.577   0.748  45.815   2.950   0.761  50.362   0.589 0 1
  3348 1517.05  160.53  -1.00  -1.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
  1133 1752.69 3797.75   0.22   0.09  22.424  0.022  22.948  22.425  22.406   4.220   0.685  18.617   4.882   0.632  16.467  10.261   0.648  10.712   1.000 0 1
  4378  602.57  736.64  -0.01  -0.06  21.353  0.019  21.658  21.354  21.436   3.510   0.787  47.833   3.556   0.636  46.319   5.624   0.590  45.740   1.000 0 1
  1186 1984.54 1797.25   0.80   0.07  24.275  0.072  24.345  24.333  24.203   4.154   0.464  15.855   4.075   0.137  12.568   4.014   0.137  12.547   0.846 0 1
  1186 1984.54 1797.25  -1.00  -1.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
  2765  664.14 2063.05   0.13  -0.01  22.514  0.023  22.777  22.423  22.526   4.134   0.676 -22.214   4.424   0.487 -23.008   7.915   0.433 -24.589   0.763 0 1
  3815 1324.50 3145.06   0.16   0.06  22.464  0.022  22.892  22.464  22.681   4.799   0.587   2.591   5.451   0.429   3.762  10.965   0.373   4.736   1.000 0 1
  1547  291.62 2974.07  -0.70  -0.69  22.977  0.027  23.517  22.977  23.469   5.616   0.572  19.511   5.478   0.537  22.493  12.532   0.506  22.755   1.000 0 1
  4495 1027.47 3634.98   0.00  -0.11  21.439  0.019  21.659  21.439  21.467   2.946   0.876  33.409   2.551   0.748  31.414   3.455   0.683  30.724   1.000 0 1
  1095  703.90 3231.22   0.02  -0.05  20.186  0.018  20.684  20.183  20.468   4.463   0.843   9.430   5.562   0.770   8.896  12.062   0.732   6.665   0.994 0 1
   805  647.00 1265.50   0.06  -0.08  20.095  0.018  20.572  20.096  20.342   4.201   0.886  14.270   5.027   0.843  11.161  10.363   0.820   5.575   1.000 0 1
  4055 1784.47  234.66  -0.04  -0.10  21.520  0.019  21.919  21.521  21.695   3.546   0.911  35.743   3.704   0.865  29.909   6.703   0.856  24.049   1.000 0 1
  3989  106.60  262.61  -0.17   0.26  23.686  0.046  23.693  23.502  23.663   3.476   0.808  51.678   3.111   0.667  51.530   4.248   0.558  49.573   0.037 1061922074001606 1
  3824  354.54  771.87  -0.67  -0.23     nan    nan     nan     nan     nan   3.319   0.816  11.251     nan     nan     nan     nan     nan     nan     nan 0 1
  2182  503.54   53.95   0.19   0.10  19.969  0.018  20.455  19.969  20.198   4.624   0.751  29.073   6.524   0.566  28.599  13.821   0.515  28.827   1.000 0 1
  2917 1334.46 1662.10  -0.03  -0.12  20.756  0.018  21.117  20.756  20.888   3.589   0.811  45.435   3.779   0.691  46.201   6.477   0.666  48.054   1.000 0 1
   764 1386.82 2443.81   0.00   0.01  20.653  0.018  20.856  20.654  20.696   3.132   0.782  42.775   2.900   0.587  42.041   3.738   0.547  42.281   1.000 0 1
  3091 1856.96 3706.76   0.31  -0.17  20.912  0.018  21.036  20.862  20.936   3.102   0.787 -13.078   2.798   0.561 -14.518   3.435   0.520 -15.046   0.712 0 1
  3904  912.41 3825.32  -0.00  -0.05  20.100  0.018  20.340  20.100  20.179   3.177   0.820  39.599   3.033   0.672  39.316   4.182   0.638  39.433   0.999 0 1
  3500  360.71 1034.59  -0.02   0.00  20.926  0.019  21.110  20.926  20.951   2.703   0.955  21.133   2.082   0.890   4.234   2.532   0.866  -0.567   1.000 0 1
  2331  632.40 2597.03  -0.07  -0.11  20.266  0.018  20.661  20.261  20.462   4.428   0.709   5.629   5.395   0.565   4.618  10.146   0.520   3.746   0.988 1061922074003063 1
