# FakeX    FakeY    DiffX   DiffY   CmodMag   CmodErr  ExpMag  DevMag  KronMag  SdssR  SdssBa  SdssPa  ExpR  ExpBa  ExpPa  DevR  DevBa  DevPa  fracDev  Match  Deblend
  4189 2666.97   -0.09  -0.06  20.69   0.019 21.053  20.475  20.946   4.988   0.883  49.516   5.972   0.845  47.773  14.550   0.825  47.300   0.672 0 1
  1042 1120.64    0.43   0.34  22.74   0.025 23.097  22.485     nan   4.678   0.807  26.748   5.338   0.725  24.512  13.590   0.687  23.273   0.650 0 1
   980  820.27    0.32  -0.27  20.18   0.021 20.576  19.919  20.426   6.075   0.858  23.902   7.649   0.829  22.887  20.919   0.799  20.936   0.655 0 1
   980  820.27   -1.00  -1.00   0.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
   262 2190.78   -0.01  -0.09  21.18   0.020 21.365  21.077  21.269   3.421   0.887  31.930   3.278   0.810  25.382   4.997   0.795  20.243   0.650 0 1
   262 2190.78   -1.00  -1.00   0.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
  2422 1843.07   -0.18  -0.42  19.69   0.019 20.150  19.297  20.085   7.957   0.869  34.225  10.369   0.855  28.623  35.625   0.838  21.791   0.618 0 1
  4836  655.90   -0.12  -0.03  20.59   0.019 20.855  20.142  20.809   6.863   0.737  46.268   8.566   0.695  45.713  25.286   0.671  46.128   0.435 1062025153216866 1
  1576 3382.99   -0.36  -0.07  22.19   0.021 22.273  21.708  22.190   5.195   0.734  40.696   5.894   0.677  41.231  14.507   0.632  42.140   0.177 1062025153218469 1
  2800 3977.69   -0.80   0.76    nan     nan    nan     nan     nan   3.280   0.942  26.155     nan     nan     nan     nan     nan     nan     nan 0 1
  4195  679.70   -0.05  -0.16  20.69   0.020 21.138  20.512  21.012   5.842   0.783  43.813   7.031   0.755  44.398  18.216   0.735  43.688   0.763 0 1
  1234 2670.30   -0.04   0.02  22.47   0.022 22.550  22.002  22.473   5.322   0.690  41.516   6.398   0.567  40.279  15.954   0.494  40.600   0.179 1062025153218044 1
  2564 2850.65   -0.04   0.35  20.56   0.021 20.883  20.185  20.769   6.309   0.784   2.998   7.941   0.733   2.344  23.138   0.693   1.844   0.529 0 1
  3686 2738.31   -0.08  -0.19  22.10   0.021 22.771  22.102  22.625   4.598   0.835  18.566   5.645   0.740  14.697  15.502   0.678  11.282   1.000 0 1
  4702 2146.04   -0.17  -0.06  20.14   0.020 20.907  20.109  20.729   6.607   0.865  31.294   8.887   0.825  27.592  28.047   0.807  29.135   0.967 0 1
  4702 2146.04   -1.00  -1.00   0.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
   738  828.80   -0.01   0.07  22.16   0.022 22.486  22.068  22.372   3.964   0.883  37.246   4.241   0.794  28.750   8.325   0.726  25.518   0.809 0 1
  4584 2034.43   -0.01  -0.19  22.50   0.023 22.747  22.285  22.797   4.143   0.927  28.156   4.283   0.882  18.241   8.866   0.846  14.640   0.584 0 1
